5646, 1, swing up, -2.08, -0.85, -2.12, -0.80, 5.20, -6.96, -0.07, -254.10
5653, 1, swing up, -2.05, -0.90, -2.08, -0.85, 5.69, -7.41, -0.07, -254.09
5659, 1, swing up, -2.01, -0.94, -2.05, -0.90, 5.56, -7.35, -0.07, -254.09
5665, 1, swing up, -1.98, -0.99, -2.01, -0.94, 4.49, -6.41, -0.07, -254.12
5672, 1, swing up, -1.95, -1.03, -1.98, -0.99, 5.11, -6.97, -0.07, -254.10
5679, 1, swing up, -1.92, -1.07, -1.95, -1.03, 4.16, -6.46, -0.07, -254.12
5685, 1, swing up, -1.90, -1.12, -1.92, -1.07, 3.89, -6.25, -0.07, -254.12
5691, 1, swing up, -1.87, -1.16, -1.90, -1.12, 4.22, -7.67, -0.06, -254.08
5698, 1, swing up, -1.85, -1.21, -1.87, -1.16, 4.03, -7.41, -0.06, -254.09
5704, 1, swing up, -1.82, -1.25, -1.85, -1.21, 3.90, -7.80, -0.06, -254.08
5710, 1, swing up, -1.80, -1.30, -1.82, -1.25, 2.85, -6.57, -0.06, -254.11
5718, 1, swing up, -1.78, -1.35, -1.80, -1.30, 3.20, -7.67, -0.06, -254.08
5724, 1, swing up, -1.77, -1.39, -1.78, -1.35, 2.47, -6.46, -0.06, -254.12
5730, 1, swing up, -1.75, -1.44, -1.77, -1.39, 2.14, -6.36, -0.06, -254.12
5737, 1, swing up, -1.74, -1.48, -1.75, -1.44, 1.98, -7.54, -0.06, -254.09
5743, 1, swing up, -1.73, -1.53, -1.74, -1.48, 1.66, -7.35, -0.06, -254.09
5749, 1, swing up, -1.72, -1.57, -1.73, -1.53, 1.31, -6.79, -0.06, -254.11
5756, 1, swing up, -1.71, -1.62, -1.72, -1.57, 1.09, -7.80, -0.06, -254.08
5763, 1, swing up, -1.71, -1.67, -1.71, -1.62, 0.77, -7.01, -0.06, -254.10
5769, 1, swing up, -1.71, -1.72, -1.71, -1.67, 0.49, -6.85, -0.06, -254.11
5776, 1, swing up, -1.70, -1.77, -1.71, -1.72, 0.45, -8.50, -0.06, -254.06
5782, 1, swing up, -1.70, -1.82, -1.70, -1.77, 0.00, -8.18, -0.06, 0.00
5788, 1, swing up, -1.70, -1.87, -1.70, -1.82, -0.32, -8.31, -0.06, 254.53
5794, 1, swing up, -1.71, -1.91, -1.70, -1.87, -1.26, -5.86, -0.06, 254.46
5800, 1, swing up, -1.72, -1.96, -1.71, -1.91, -1.09, -8.25, -0.06, 254.53
5808, 1, swing up, -1.73, -2.01, -1.72, -1.96, -1.21, -6.96, -0.06, 254.49
5814, 1, swing up, -1.74, -2.05, -1.73, -2.01, -1.79, -7.80, -0.06, 254.52
5820, 1, swing up, -1.75, -2.10, -1.74, -2.05, -1.59, -6.57, -0.06, 254.48
5827, 1, swing up, -1.76, -2.14, -1.75, -2.10, -2.43, -6.97, -0.06, 254.49
5833, 1, swing up, -1.78, -2.18, -1.76, -2.14, -2.49, -7.22, -0.06, 254.50
5839, 1, swing up, -1.80, -2.22, -1.78, -2.18, -2.68, -5.53, -0.06, 254.45
5847, 1, swing up, -1.82, -2.26, -1.80, -2.22, -2.85, -5.70, -0.06, 254.46
